2.00818	8.84354
2.01956	8.75812
2.03094	8.67439
2.04232	8.59232
2.05369	8.51187
2.06507	8.43301
2.07645	8.3557
2.08783	8.27991
2.0992	8.20561
2.11058	8.13276
2.12196	8.06134
2.13334	7.99132
2.14472	7.92268
2.15609	7.85537
2.16747	7.78938
2.17885	7.72469
2.19023	7.66126
2.2016	7.59907
2.21298	7.5381
2.22436	7.47833
2.23574	7.41973
2.24712	7.36228
2.25849	7.30596
2.26987	7.25076
2.28125	7.19664
2.29263	7.1436
2.304	7.09161
2.31538	7.04065
2.32676	6.99072
2.33814	6.94178
2.34952	6.89383
2.36089	6.84684
2.37227	6.80081
2.38365	6.75572
2.39503	6.71154
2.4064	6.66828
2.41778	6.62591
2.42916	6.58442
2.44054	6.5438
2.45192	6.50403
2.46329	6.46511
2.47467	6.42702
2.48605	6.38975
2.49743	6.35329
2.50881	6.31762
2.52018	6.28274
2.53156	6.24864
2.54294	6.21531
2.55432	6.18273
2.56569	6.1509
2.57707	6.11981
2.58845	6.08946
2.59983	6.05982
2.61121	6.0309
2.62258	6.00269
2.63396	5.97517
2.64534	5.94835
2.65672	5.92222
2.66809	5.89676
2.67947	5.87197
2.69085	5.84785
2.70223	5.82439
2.71361	5.80159
2.72498	5.77943
2.73636	5.75792
2.74774	5.73705
2.75912	5.71681
2.77049	5.6972
2.78187	5.67822
2.79325	5.65985
2.80463	5.64211
2.81601	5.62498
2.82738	5.60846
2.83876	5.59255
2.85014	5.57724
2.86152	5.56253
2.87289	5.54843
2.88427	5.53492
2.89565	5.52201
2.90703	5.50969
2.91841	5.49796
2.92978	5.48682
2.94116	5.47627
2.95254	5.46631
2.96392	5.45694
2.97529	5.44815
2.98667	5.43995
2.99805	5.43233
3.00943	5.4253
3.02081	5.41886
3.03218	5.413
3.04356	5.40774
3.05494	5.40305
3.06632	5.39896
3.07769	5.39546
3.08907	5.39256
3.10045	5.39024
3.11183	5.38852
3.12321	5.3874
3.13458	5.38688
3.14596	5.38697
3.15734	5.38766
3.16872	5.38896
3.1801	5.39087
3.19147	5.3934
3.20285	5.39655
3.21423	5.40032
3.22561	5.40473
3.23698	5.40976
3.24836	5.41544
3.25974	5.42175
3.27112	5.42872
3.2825	5.43634
3.29387	5.44462
3.30525	5.45357
3.31663	5.4632
3.32801	5.4735
3.33938	5.48449
3.35076	5.49618
3.36214	5.50857
3.37352	5.52167
3.3849	5.53549
3.39627	5.55004
3.40765	5.56533
3.41903	5.58136
3.43041	5.59816
3.44178	5.61572
3.45316	5.63406
3.46454	5.65319
3.47592	5.67312
3.4873	5.69386
3.49867	5.71543
3.51005	5.73784
3.52143	5.7611
3.53281	5.78522
3.54418	5.81023
3.55556	5.83613
3.56694	5.86294
3.57832	5.89068
3.5897	5.91936
3.60107	5.949
3.61245	5.97962
3.62383	6.01123
3.63521	6.04386
3.64659	6.07752
3.65796	6.11223
3.66934	6.14802
3.68072	6.1849
3.6921	6.2229
3.70347	6.26205
3.71485	6.30236
3.72623	6.34385
3.73761	6.38657
3.74899	6.43052
3.76036	6.47575
3.77174	6.52227
3.78312	6.57011
3.7945	6.61931
3.80587	6.6699
3.81725	6.72191
3.82863	6.77537
3.84001	6.83031
3.85139	6.88678
3.86276	6.9448
3.87414	7.00443
3.88552	7.06569
3.8969	7.12862
3.90827	7.19327
3.91965	7.25969
3.93103	7.32791
3.94241	7.39798
3.95379	7.46995
3.96516	7.54388
3.97654	7.61981
3.98792	7.69779
3.9993	7.77788
4.01067	7.86014
4.02205	7.94463
4.03343	8.0314
4.04481	8.12052
4.05619	8.21205
4.06756	8.30607
4.07894	8.40264
4.09032	8.50183
4.1017	8.60371
4.11307	8.70838
4.12445	8.81589
4.13583	8.92635
4.14721	9.03982
4.15859	9.15641
4.16996	9.27619
4.18134	9.39928
4.19272	9.52575
4.2041	9.65571
4.21548	9.78928
4.22685	9.92655
4.23823	10.06762
4.24961	10.21264
4.26099	10.3617
4.27236	10.51492
4.28374	10.67245
4.29512	10.8344
4.3065	11.00092
4.31788	11.17212
4.32925	11.34817
4.34063	11.52921
4.35201	11.71539
4.36339	11.90687
4.37476	12.10379
4.38614	12.30634
4.39752	12.51468
4.4089	12.72898
4.42028	12.94942
4.43165	13.17619
4.44303	13.40947
4.45441	13.64946
4.46579	13.89634
4.47716	14.15032
4.48854	14.41162
4.49992	14.68042
4.5113	14.95695
4.52268	15.24142
4.53405	15.53404
4.54543	15.83505
4.55681	16.14464
4.56819	16.46306
4.57956	16.79054
4.59094	17.12728
4.60232	17.47352
4.6137	17.82947
4.62508	18.19536
4.63645	18.57141
4.64783	18.9578
4.65921	19.35478
4.67059	19.76249
4.68196	20.18115
4.69334	20.61094
4.70472	21.05198
4.7161	21.50444
