4.72748	21.96845
4.73885	22.44407
4.75023	22.93143
4.76161	23.43053
4.77299	23.94139
4.78437	24.46403
4.79574	24.99834
4.80712	25.54426
4.8185	26.10158
4.82988	26.67013
4.84125	27.24968
4.85263	27.83984
4.86401	28.44024
4.87539	29.05045
4.88677	29.66987
4.89814	30.29793
4.90952	30.93385
4.9209	31.57687
4.93228	32.22611
4.94365	32.8805
4.95503	33.53901
4.96641	34.20036
4.97779	34.86328
4.98917	35.52637
5.00054	36.18806
5.01192	36.84674
5.0233	37.50073
5.03468	38.14815
5.04605	38.78717
5.05743	39.41576
5.06881	40.03194
5.08019	40.63364
5.09157	41.21871
5.10294	41.78509
5.11432	42.3306
5.1257	42.8532
5.13708	43.35087
5.14845	43.82161
5.15983	44.26356
5.17121	44.675
5.18259	45.05427
5.19397	45.39998
5.20534	45.71083
5.21672	45.98576
5.2281	46.22394
5.23948	46.42473
5.25086	46.58776
5.26223	46.71286
5.27361	46.80015
5.28499	46.84996
5.29637	46.86287
5.30774	46.83966
5.31912	46.78136
5.3305	46.68917
5.34188	46.56447
5.35326	46.40881
5.36463	46.22387
5.37601	46.01142
5.38739	45.77339
5.39877	45.51168
5.41014	45.22833
5.42152	44.92534
5.4329	44.60472
5.44428	44.26849
5.45566	43.91861
5.46703	43.55698
5.47841	43.18549
5.48979	42.80587
5.50117	42.41986
5.51254	42.02902
5.52392	41.63485
5.5353	41.23876
5.54668	40.84201
5.55806	40.44582
5.56943	40.05123
5.58081	39.65921
5.59219	39.27065
5.60357	38.88629
5.61494	38.50678
5.62632	38.13273
5.6377	37.76459
5.64908	37.40281
5.66046	37.04768
5.67183	36.69945
5.68321	36.35834
5.69459	36.02442
5.70597	35.69782
5.71734	35.37851
5.72872	35.06646
5.7401	34.76163
5.75148	34.46388
5.76286	34.17305
5.77423	33.889
5.78561	33.61149
5.79699	33.34034
5.80837	33.07527
5.81974	32.81602
5.83112	32.56233
5.8425	32.3139
5.85388	32.07046
5.86526	31.83169
5.87663	31.59727
5.88801	31.36693
5.89939	31.14033
5.91077	30.91718
5.92214	30.69716
5.93352	30.47997
5.9449	30.26533
5.95628	30.05293
5.96766	29.84247
5.97903	29.6337
5.99041	29.42633
6.00179	29.22011
6.01317	29.01477
6.02455	28.81007
6.03592	28.60579
6.0473	28.40168
6.05868	28.19755
6.07006	27.99319
6.08143	27.7884
6.09281	27.58301
6.10419	27.37685
6.11557	27.16976
6.12695	26.9616
6.13832	26.75222
6.1497	26.54152
6.16108	26.32937
6.17246	26.11568
6.18383	25.90036
6.19521	25.68333
6.20659	25.46452
6.21797	25.24389
6.22935	25.02137
6.24072	24.79695
6.2521	24.57059
6.26348	24.34227
6.27486	24.112
6.28623	23.87976
6.29761	23.6456
6.30899	23.40951
6.32037	23.17153
6.33175	22.9317
6.34312	22.69005
6.3545	22.44665
6.36588	22.20157
6.37726	21.95484
6.38863	21.70657
6.40001	21.45682
6.41139	21.20566
6.42277	20.95321
6.43415	20.69954
6.44552	20.44477
6.4569	20.189
6.46828	19.9323
6.47966	19.67483
6.49104	19.41666
6.50241	19.15794
6.51379	18.89878
6.52517	18.63927
6.53655	18.37957
6.54792	18.11979
6.5593	17.86003
6.57068	17.60044
6.58206	17.34113
6.59344	17.08224
6.60481	16.82389
6.61619	16.56618
6.62757	16.30927
6.63895	16.05324
6.65032	15.79825
6.6617	15.54439
6.67308	15.29177
6.68446	15.04054
6.69584	14.79079
6.70721	14.54261
6.71859	14.29614
6.72997	14.05145
6.74135	13.80869
6.75272	13.56791
6.7641	13.32921
6.77548	13.09271
6.78686	12.85846
6.79824	12.62659
6.80961	12.39714
6.82099	12.17018
6.83237	11.94583
6.84375	11.72411
6.85512	11.5051
6.8665	11.28887
6.87788	11.07545
6.88926	10.86493
6.90064	10.65734
6.91201	10.4527
6.92339	10.2511
6.93477	10.05253
6.94615	9.85706
6.95752	9.66468
6.9689	9.47543
6.98028	9.28936
6.99166	9.10645
7.00304	8.92672
7.01441	8.75018
7.02579	8.57684
7.03717	8.40672
7.04855	8.2398
7.05993	8.07606
7.0713	7.91554
7.08268	7.75818
7.09406	7.60402
7.10544	7.45299
7.11681	7.3051
7.12819	7.16035
7.13957	7.01868
7.15095	6.88007
7.16233	6.74452
7.1737	6.61197
7.18508	6.48242
7.19646	6.35581
7.20784	6.2321
7.21921	6.11128
7.23059	5.99329
7.24197	5.87811
7.25335	5.76569
7.26473	5.65597
7.2761	5.54894
7.28748	5.44454
7.29886	5.34271
7.31024	5.24344
7.32161	5.14665
7.33299	5.05232
7.34437	4.96038
7.35575	4.87079
7.36713	4.78351
7.3785	4.69848
7.38988	4.61567
7.40126	4.53502
7.41264	4.45647
7.42401	4.38
7.43539	4.30553
7.44677	4.23304
7.45815	4.16247
7.46953	4.09377
7.4809	4.0269
7.49228	3.96181
7.50366	3.89845
7.51504	3.83679
7.52642	3.77677
7.53779	3.71836
7.54917	3.6615
7.56055	3.60615
7.57193	3.55228
7.5833	3.49984
7.59468	3.44879
7.60606	3.39909
7.61744	3.3507
7.62881	3.30359
7.64019	3.25771
7.65157	3.21303
7.66295	3.16951
7.67433	3.12712
7.6857	3.08582
7.69708	3.04558
7.70846	3.00637
